CSE0000293,Northern China,Industrial and Commercial Bank of China
CSE0000294,Northern China,China Construction Bank
CSE0000295,America,PDVSA
CSE0000296,America,Reliant Energy
CSE0000297,Asia,SK
CSE0000298,America,Texaco
CSE0000299,Europe,Zurich Financial Services
CSE0000300,America,Procter & Gamble
CSE0000301,Europe,Nestl我忪
CSE0000302,Asia,Hyundai
CSE0000303,Europe,Tesco
CSE0000304,Europe,AXA
CSE0000305,Europe,Deutsche Post
CSE0000306,America,Motorola
CSE0000307,Asia,Hitachi
CSE0000308,Europe,Alcatel
CSE0000309,Europe,Royal Bank of Scotland
CSE0000310,Europe,HSBC Holdings
CSE0000311,America,Compaq Computer
CSE0000312,Asia,Dai-ichi Mutual Life Insurance
CSE0000313,America,Dynegy
CSE0000314,Asia,Meiji Life Insurance
CSE0000315,Europe,Deutsche Telekom
CSE0000316,Europe,Deutsche Telekom
CSE0000317,Europe,BMW
CSE0000318,Asia,Sony
CSE0000319,Europe,UBS
CSE0000320,Asia,Meiji Life Insurance
CSE0000321,America,Intel
CSE0000322,Northern China,Agricultural Bank of China
CSE0000323,America,Kmart
CSE0000324,Asia,Samsung Electronics
CSE0000325,Asia,Sumitomo Life Insurance
CSE0000326,America,Allstate
CSE0000327,America,Merrill Lynch
CSE0000328,America,U.S. Postal Service
CSE0000329,Southern China,Tencent
CSE0000330,America,Dell Computer
CSE0000331,America,J.C. Penney
CSE0000332,Asia,Mizuho Holdings
CSE0000333,Europe,Carrefour
CSE0000334,Northern China,China Petroleum
CSE0000335,Eastern China,Bilibili
CSE0000336,Europe,Tesco
CSE0000337,Europe,Fortis
CSE0000338,Asia,Dai-ichi Mutual Life Insurance
CSE0000339,Europe,Prudential
CSE0000340,America,SBC Communications
CSE0000341,America,PDVSA
CSE0000342,Europe,ABN AMRO Holding
CSE0000343,America,Hewlett-Packard
CSE0000344,America,AT&T
CSE0000345,Europe,DaimlerChrysler
CSE0000346,Europe,HypoVereinsbank
CSE0000347,Asia,Nippon Telegraph & Telephone
CSE0000348,Northern China,Sinopec
CSE0000349,America,State Farm Insurance Cos.
CSE0000350,Asia,Samsung
CSE0000351,America,Boeing
CSE0000352,America,Ingram Micro
CSE0000353,America,Procter & Gamble
CSE0000354,America,Merck
CSE0000355,America,Philip Morris
CSE0000356,America,State Farm Insurance Cos.
CSE0000357,Northern China,China Construction Bank
CSE0000358,America,SBC Communications
CSE0000359,Europe,Vivendi Universal
CSE0000360,America,U.S. Postal Service
CSE0000361,America,AT&T
CSE0000362,Asia,Mitsubishi Electric
CSE0000363,America,Merrill Lynch
CSE0000364,America,Merrill Lynch
CSE0000365,Europe,BMW
CSE0000366,America,Cardinal Health
CSE0000367,Southern China,Netease
CSE0000368,America,Ingram Micro
CSE0000369,America,Morgan Stanley Dean Witter
CSE0000370,America,Kmart
CSE0000371,America,Boeing
CSE0000372,Asia,Hitachi
CSE0000373,Northern China,State Power Corporation
CSE0000374,America,Costco Wholesale
CSE0000375,Southern China,Ping An Insurance (Group) Company Of China
CSE0000376,America,Albertson's
CSE0000377,Northern China,China Construction Bank
CSE0000378,Northern China,Xiaomi
CSE0000379,Europe,Fortis
CSE0000380,America,Duke Energy
CSE0000381,America,Compaq Computer
CSE0000382,America,Berkshire Hathaway
CSE0000383,Europe,Renault
CSE0000384,Northern China,Xiaomi
CSE0000385,Asia,Nippon Life Insurance
CSE0000386,Asia,Sony
CSE0000387,Europe,Tesco
CSE0000388,Europe,L.M. Ericsson
CSE0000389,Northern China,Sina
CSE0000390,Asia,Samsung
CSE0000391,America,Merrill Lynch
CSE0000392,America,PDVSA
CSE0000393,Northern China,Bank Of China
CSE0000394,America,State Farm Insurance Cos.
CSE0000395,America,General Motors
CSE0000396,America,American International Group
CSE0000397,America,Wal-Mart Stores
CSE0000398,America,Conoco
CSE0000399,Asia,Toshiba
CSE0000400,Europe,Prudential
CSE0000401,Asia,Mitsubishi Motors
CSE0000402,Europe,Nestl我忪
CSE0000403,Northern China,Xiaomi
CSE0000404,Europe,Unilever
CSE0000405,America,Intl. Business Machines
CSE0000406,Europe,Munich Re Group
CSE0000407,America,Intel
CSE0000408,Europe,ENI
CSE0000409,Europe,Royal Philips Electronics
CSE0000410,Northern China,China North Industries Group Corporation
CSE0000411,Asia,Sony
CSE0000412,Europe,Suez
CSE0000413,Asia,Nippon Life Insurance
CSE0000414,Europe,Zurich Financial Services
CSE0000415,Asia,Nissho Iwai
CSE0000416,America,PDVSA
CSE0000417,Asia,Honda Motor
CSE0000418,Europe,Alcatel
CSE0000419,Europe,Koninklijke Ahold
CSE0000420,Southern China,Netease
CSE0000421,America,General Motors
CSE0000422,Northern China,China Electronics Technology Group Corporation
CSE0000423,Europe,Cr我忪dit Agricole
CSE0000424,Europe,ABN AMRO Holding
CSE0000425,Southern China,Netease
CSE0000426,Europe,BT
CSE0000427,Europe,AXA
CSE0000428,Asia,Mitsui
CSE0000429,Europe,Deutsche Bank
CSE0000430,Europe,Deutsche Post
CSE0000431,Europe,HypoVereinsbank
CSE0000432,Europe,Nestl我忪
CSE0000433,America,Compaq Computer
CSE0000434,America,MetLife
CSE0000435,Europe,Fiat
CSE0000436,Europe,BASF
CSE0000437,Asia,Toyota Motor
CSE0000438,Europe,Unilever
CSE0000439,America,Dynegy
CSE0000440,Europe,Vivendi Universal
CSE0000441,Asia,Sumitomo
CSE0000442,Europe,Suez
CSE0000443,America,General Motors
CSE0000444,Europe,CGNU
CSE0000445,Southern China,China Merchants Bank
CSE0000446,America,MetLife
CSE0000447,Eastern China,MiHoYo
CSE0000448,America,WorldCom
CSE0000449,Eastern China,Bilibili
CSE0000450,America,McKesson HBOC
CSE0000451,Asia,Itochu
CSE0000452,America,Kroger
CSE0000453,Europe,Renault
CSE0000454,America,Lucent Technologies
CSE0000455,Northern China,China Construction Bank
CSE0000456,Europe,BNP Paribas
CSE0000457,Asia,Toshiba
CSE0000458,Europe,Assicurazioni Generali
CSE0000459,America,Albertson's
CSE0000460,America,Bank of America Corp.
CSE0000461,America,Goldman Sachs Group
CSE0000462,Asia,Nissho Iwai
CSE0000463,Northern China,Sinopec
CSE0000464,Europe,Munich Re Group
CSE0000465,America,Chevron
CSE0000466,America,E.I. du Pont de Nemours
CSE0000467,Northern China,Xiaomi
CSE0000468,Europe,HSBC Holdings
CSE0000469,America,Target
CSE0000470,Europe,Renault
CSE0000471,Europe,Fiat
CSE0000472,Europe,Vivendi Universal
CSE0000473,Asia,Dai-ichi Mutual Life Insurance
CSE0000474,America,Goldman Sachs Group
CSE0000475,America,Delphi Automotive Systems
CSE0000476,Europe,Royal Dutch/Shell Group
CSE0000477,Asia,NEC
CSE0000478,America,Hewlett-Packard
CSE0000479,Eastern China,MiHoYo
CSE0000480,Europe,HypoVereinsbank
CSE0000481,America,Exxon Mobil
CSE0000482,Europe,Peugeot
CSE0000483,Europe,Vivendi Universal
CSE0000484,Europe,Rwe Group
CSE0000485,Europe,Royal Bank of Scotland
CSE0000486,Europe,Assicurazioni Generali
CSE0000487,Europe,BASF
CSE0000488,Asia,Mitsui
CSE0000489,Europe,Peugeot
CSE0000490,America,Johnson & Johnson
CSE0000491,Europe,E. ON
CSE0000492,Southern China,Netease
CSE0000493,Europe,Robert Bosch
CSE0000494,America,Kroger
CSE0000495,Asia,Matsushita Electric Industrial
CSE0000496,Asia,Mitsubishi Electric
CSE0000497,America,Fannie Mae
CSE0000498,America,Pfizer
CSE0000499,Asia,Nissho Iwai
CSE0000500,America,Goldman Sachs Group
CSE0000501,Europe,Vivendi Universal
CSE0000502,Europe,Credit Suisse
CSE0000503,America,Exxon Mobil
CSE0000504,Europe,Prudential
CSE0000505,Europe,CGNU
CSE0000506,America,Kroger
CSE0000507,Europe,Suez
CSE0000508,America,Boeing
CSE0000509,Asia,Mitsubishi Motors
CSE0000510,America,PDVSA
CSE0000511,Asia,Mizuho Holdings
CSE0000512,Asia,Meiji Life Insurance
CSE0000513,America,Verizon Communications
CSE0000514,Europe,Repsol YPF
CSE0000515,Asia,Nippon Life Insurance
CSE0000516,America,McKesson HBOC
CSE0000517,America,Kmart
CSE0000518,America,Ingram Micro
CSE0000519,Europe,Fiat
CSE0000520,Northern China,Industrial and Commercial Bank of China
CSE0000521,Europe,Deutsche Post
CSE0000522,Asia,Matsushita Electric Industrial
CSE0000523,Asia,Honda Motor
CSE0000524,Europe,Electricite De France
CSE0000525,Europe,Deutsche Bank
CSE0000526,Europe,Credit Suisse
CSE0000527,Northern China,Meituan
CSE0000528,Southern China,Huawei
CSE0000529,Asia,Nippon Life Insurance
CSE0000530,Northern China,Sinopec
CSE0000531,Europe,Repsol YPF
CSE0000532,Northern China,Sinopec
CSE0000533,America,Compaq Computer
CSE0000534,Asia,Matsushita Electric Industrial
CSE0000535,Southern China,China Merchants Bank
CSE0000536,Europe,Renault
CSE0000537,Europe,Prudential
CSE0000538,America,Goldman Sachs Group
CSE0000539,America,Freddie Mac
CSE0000540,Europe,Deutsche Telekom
CSE0000541,Europe,ABN AMRO Holding
CSE0000542,Europe,AXA
CSE0000543,Eastern China,Pinduoduo
CSE0000544,Europe,BASF
CSE0000545,Europe,Siemens
CSE0000546,America,MetLife
CSE0000547,Europe,Renault
CSE0000548,America,McKesson HBOC
CSE0000549,Northern China,Industrial and Commercial Bank of China
CSE0000550,Asia,Matsushita Electric Industrial
CSE0000551,Europe,Ing Group
CSE0000552,America,Exxon Mobil
CSE0000553,Asia,Honda Motor
CSE0000554,America,AT&T
CSE0000555,Southwestern China,Chengdu AIG
CSE0000556,America,Bank of America Corp.
CSE0000557,America,State Farm Insurance Cos.
CSE0000558,Eastern China,Bilibili
CSE0000559,Europe,Fortis
CSE0000560,Asia,Fujitsu
CSE0000561,America,Safeway
CSE0000562,Northern China,Sinopec
CSE0000563,America,Boeing
CSE0000564,America,SBC Communications
CSE0000565,Southern China,OPPO
CSE0000566,Asia,Mizuho Holdings
CSE0000567,Southern China,Huawei
CSE0000568,Europe,Munich Re Group
CSE0000569,Asia,Sumitomo Life Insurance
CSE0000570,Europe,Peugeot
CSE0000571,America,General Electric
CSE0000572,Southwestern China,Chengdu AIG
CSE0000573,America,Kmart
CSE0000574,Europe,Ing Group
CSE0000575,America,Procter & Gamble
CSE0000576,Northern China,Baidu
CSE0000577,Europe,Renault
CSE0000578,America,Freddie Mac
CSE0000579,Asia,NEC
CSE0000580,Asia,Toyota Motor
CSE0000581,Europe,BP
CSE0000582,America,Sears Roebuck
CSE0000583,Northern China,Industrial and Commercial Bank of China
CSE0000584,America,Safeway
CSE0000585,Asia,Nissho Iwai
CSE0000586,America,Pfizer
CSE0000587,Europe,Unilever
CSE0000588,America,Reliant Energy
CSE0000589,Asia,Nissho Iwai
CSE0000590,America,Boeing
CSE0000591,America,J.C. Penney
CSE0000592,America,Dell Computer
CSE0000593,Northern China,Industrial and Commercial Bank of China
CSE0000594,America,Home Depot
CSE0000595,Asia,Sony
CSE0000596,Europe,Alcatel
CSE0000597,America,Target
CSE0000598,Eastern China,Bilibili
CSE0000599,Asia,Marubeni
CSE0000600,Asia,Marubeni
CSE0000601,Europe,Fiat
CSE0000602,Asia,Meiji Life Insurance
CSE0000603,America,Intl. Business Machines
CSE0000604,Southern China,Tencent
CSE0000605,Europe,BP
CSE0000606,America,Fannie Mae
CSE0000607,Europe,Electricite De France
CSE0000608,America,Philip Morris
CSE0000609,Europe,Robert Bosch
CSE0000610,Northern China,Xiaomi
CSE0000611,America,Texaco
CSE0000612,America,TIAA-CREF
CSE0000613,Asia,Matsushita Electric Industrial
CSE0000614,America,Conoco
CSE0000615,Southern China,Tencent
CSE0000616,Europe,Munich Re Group
CSE0000617,Europe,Volkswagen
CSE0000618,America,MetLife
CSE0000619,Asia,Hitachi
CSE0000620,Europe,Unilever
CSE0000621,America,Albertson's
CSE0000622,America,Delphi Automotive Systems
CSE0000623,Europe,UBS
CSE0000624,Europe,BNP Paribas
CSE0000625,America,Goldman Sachs Group
CSE0000626,America,Fannie Mae
CSE0000627,America,Procter & Gamble
CSE0000628,Asia,Matsushita Electric Industrial
CSE0000629,Asia,NEC
CSE0000630,America,Procter & Gamble
CSE0000631,America,Delphi Automotive Systems
CSE0000632,Europe,Suez
CSE0000633,America,Johnson & Johnson
CSE0000634,America,Berkshire Hathaway
CSE0000635,Europe,Suez
CSE0000636,Northern China,Agricultural Bank of China
CSE0000637,Asia,Mitsui
CSE0000638,Asia,Mizuho Holdings
CSE0000639,Europe,Royal Dutch/Shell Group
CSE0000640,America,Pfizer
CSE0000641,America,Boeing
CSE0000642,America,Costco Wholesale
CSE0000643,Asia,Meiji Life Insurance
CSE0000644,Asia,SK
CSE0000645,Asia,Mitsui
CSE0000646,Asia,Sumitomo Life Insurance
CSE0000647,Europe,Fortis
CSE0000648,Eastern China,Pinduoduo
CSE0000649,America,Goldman Sachs Group
CSE0000650,America,Intl. Business Machines
CSE0000651,America,Enron
CSE0000652,America,Albertson's
CSE0000653,Europe,UBS
CSE0000654,Asia,Dai-ichi Mutual Life Insurance
CSE0000655,America,Intl. Business Machines
CSE0000656,Europe,BNP Paribas
CSE0000657,America,AT&T
CSE0000658,Northern China,Agricultural Bank of China
CSE0000659,Europe,BMW
CSE0000660,America,Intl. Business Machines
CSE0000661,America,Albertson's
CSE0000662,Asia,Dai-ichi Mutual Life Insurance
CSE0000663,Europe,Vivendi Universal
CSE0000664,Europe,ENI
CSE0000665,Europe,Assicurazioni Generali
CSE0000666,Europe,Fiat
CSE0000667,America,Kmart
CSE0000668,America,Chevron
CSE0000669,Asia,Mitsubishi
CSE0000670,Asia,Marubeni
CSE0000671,America,Dynegy
CSE0000672,Europe,DaimlerChrysler
CSE0000673,America,Texaco
CSE0000674,Asia,Honda Motor
CSE0000675,Asia,SK
CSE0000676,Southern China,Tencent
CSE0000677,Asia,Samsung
CSE0000678,Asia,Nissan Motor
CSE0000679,America,Merck
CSE0000680,America,J.C. Penney
CSE0000681,Asia,Nippon Life Insurance
CSE0000682,Asia,Samsung Electronics
CSE0000683,America,Enron
CSE0000684,Eastern China,Pinduoduo
CSE0000685,Eastern China,MiHoYo
CSE0000686,Europe,HSBC Holdings
CSE0000687,America,Merrill Lynch
CSE0000688,Asia,Mitsui
CSE0000689,Asia,Mitsui
CSE0000690,Asia,Nissho Iwai
CSE0000691,Asia,Tokyo Electric Power
CSE0000692,Europe,Thyssen Krupp
CSE0000693,America,Sears Roebuck
CSE0000694,Northern China,China North Industries Group Corporation
CSE0000695,Asia,Honda Motor
CSE0000696,Europe,Fiat
CSE0000697,Europe,HypoVereinsbank
CSE0000698,Europe,Carrefour
CSE0000699,Asia,Sumitomo Life Insurance
CSE0000700,Europe,BT
CSE0000701,Europe,ABN AMRO Holding
CSE0000702,Southern China,Ping An Insurance (Group) Company Of China
CSE0000703,Europe,Ing Group
CSE0000704,Northern China,Agricultural Bank of China
CSE0000705,Europe,Allianz
CSE0000706,America,PDVSA
CSE0000707,America,Goldman Sachs Group
CSE0000708,Europe,Peugeot
CSE0000709,Europe,ENI
CSE0000710,Asia,Toyota Motor
CSE0000711,Europe,DaimlerChrysler
CSE0000712,Europe,Siemens
CSE0000713,Southern China,Netease
CSE0000714,America,Albertson's
CSE0000715,Europe,Fiat
CSE0000716,America,Chevron
CSE0000717,Asia,Mitsubishi
CSE0000718,America,Berkshire Hathaway
CSE0000719,Europe,ABN AMRO Holding
CSE0000720,America,SBC Communications
CSE0000721,Europe,Carrefour
CSE0000722,Asia,Mitsui
CSE0000723,America,Boeing
CSE0000724,Asia,Sumitomo
CSE0000725,Europe,Royal Dutch/Shell Group
CSE0000726,Europe,Koninklijke Ahold
CSE0000727,Northern China,Sinopec
CSE0000728,America,Pfizer
CSE0000729,America,Cardinal Health
CSE0000730,Europe,Deutsche Telekom
CSE0000731,Asia,Sumitomo Life Insurance
CSE0000732,Asia,Tokyo Electric Power
CSE0000733,Southern China,Netease
CSE0000734,Asia,Mitsui
CSE0000735,Asia,Sony
CSE0000736,Northern China,China Petroleum
CSE0000737,America,Hewlett-Packard
CSE0000738,Europe,Fiat
CSE0000739,America,USX
CSE0000740,America,Goldman Sachs Group
CSE0000741,Europe,Alcatel
CSE0000742,America,Costco Wholesale
CSE0000743,Europe,Alcatel
CSE0000744,America,Motorola
CSE0000745,Asia,Toyota Motor
CSE0000746,Europe,L.M. Ericsson
CSE0000747,Asia,Tokyo Electric Power
CSE0000748,Asia,Nissho Iwai
CSE0000749,Southern China,Huawei
CSE0000750,Europe,Deutsche Post
CSE0000751,America,Sears Roebuck
CSE0000752,Southwestern China,Chengdu AIG
CSE0000753,Eastern China,Bilibili
CSE0000754,Asia,Toyota Motor
CSE0000755,Europe,Koninklijke Ahold
CSE0000756,Asia,Mizuho Holdings
CSE0000757,America,MetLife
CSE0000758,America,Pemex
CSE0000759,Europe,Thyssen Krupp
CSE0000760,Eastern China,Alibaba
CSE0000761,Asia,Matsushita Electric Industrial
CSE0000762,Asia,Marubeni
CSE0000763,Asia,Nippon Life Insurance
CSE0000764,America,Verizon Communications
CSE0000765,Asia,Marubeni
